text,aspect,sentiment,score
aplikasi jelek opsi batas tidak bantu lambat dapat driver tidak opsi batal pesan suruh tunggu cari mitra cepat padahal sama tidak dapat driver,aplikasi,negatif,1
parah grab tidak profesional,lainnya,negatif,1
otw hapus aplikasi aplikasi bener pesan jam malam jam malam nunggu makan ngak kabar betul lah jam status dapur aja jam nunggu pesan ngak batal kan mau chat jual ngak mau cek pesan proses apa belum ngak anak sama suami tidur nunggu makan betul aplikasi benar payah sangat payah,aplikasi,negatif,1
kalau rekrut driver pinter ngerti rambu,driver,netral,3
kirim dobel order lama nunggunya driver kena macet banyak biaya layan kemas tangan tidak jelas ribet makin hari makin mahal,layanan,negatif,1
antar cepat,lainnya,positif,5
grab selalu setia andal,lainnya,positif,5
lebih gampang n lebih murah ongkos,lainnya,positif,5
wow,lainnya,positif,5
syuka sangat bantu kalau om mbak grabnya ramah,lainnya,positif,5
sanggat bantu lebih cepat pegaantarann,lainnya,positif,5
sangat cepat layan,layanan,positif,5
oky,lainnya,positif,5
ongkir tidak ngotak,harga,netral,3
baru bukan putih semua layar,lainnya,netral,3
pesan layan standar jam tidak driver,layanan,negatif,1
payah kali cari driver sekali dicancel sama supir baik,driver,positif,1
sangat kecewa berat aplikasi grab kalau hapus akun grab permanen tidak daftar kan nomor email lama kalau selesai hapus akun daftar baru nomor telpon email sama jadi kecewa banget aplikasi tidak guna sangat sangat kecewa berat depan timbang nomor email lama daftar akun baru,aplikasi,negatif,1
lancar,lainnya,positif,5
tarik kesan,lainnya,positif,5
sangat sangat bantu,lainnya,positif,5
sumpah kecewa banget sama aplikasi driver grab gabisa nemuin titik tengah buat dompet tinggal grab driver tidak mau aku karna e money total k,aplikasi,negatif,1
layan praktis percaya sangat bantu transportasi butuh hari hari,layanan,positif,5
keren,lainnya,positif,5
tidak sken wajah daftar greb,lainnya,positif,5
sayang banget aplikasi jarang pakai kota palembang jadi susah nyari driver sen grabfood lama nunggu nyari driver aja terus banyak driver nolak ambil order gonta ganti driver terus jadi padahal baru x x aku pesan digrabfood selalu jadi kayak gin,aplikasi,negatif,5
sgt muas tq,lainnya,positif,5
layan sangat baik ramah,layanan,positif,5
kalau cari calon driver seleksi dulu tumpang cape baru pulang jalan trs driver ngasih nasihat masuk kyk ejek serah tumpang minta jemput masuk parkir tidak nyaman tumpang bayar tumpang,keamanan,positif,1
aplikasi sangat guna,aplikasi,positif,5
terimakasih,lainnya,positif,5
untk layan baik tahan lebih tingkat lg,layanan,positif,5
buat ui tambah catat masa pencet makan buat nambah catat kalau tidak abis order baru ui catat dulu malah langsung bayar aplikasi mesan ko aplikasi doang tidak friendly,aplikasi,negatif,1
sgt buruk x mau pesan mkn aja ribet banget menjengkelknn pesan seblak nyata resto tidak afiliasi grab driver batal pesan masuk dapur jelas jelas sbgai customer gbisa batalin tuduh olah bohong fitur batalin gamau batalin bilang batalin aja tpi sikeras ribut pihak resto buat fitur batal customer kapok pakai grab lgi,driver,negatif,1
jelas tidak ribet jemput antar sesuai kan,lainnya,positif,4
sopir ramah supel,lainnya,positif,5
grab sekarang susah guna internet lancar sinyal kenceng eror terus terang internet lambat makin lama makin males pakai aplikasi,aplikasi,negatif,1
udahh nunggu hampir menit driver enak jidat cancel,driver,negatif,1
aplikasi bagus banyak promo sayang driver tidak bener,aplikasi,positif,2
banyak update,lainnya,netral,3
ws pokok e mantap ws bye,lainnya,positif,4
bagus banget aku kasih lima bintang,lainnya,positif,5
aplikasi masalah,aplikasi,negatif,1
terima kasih antar tempat tuju baik selamat,lainnya,positif,5
mantaaap,lainnya,positif,5
map kurang update,lainnya,negatif,2
grab sekarang aplikasi kurang bagus sering update padahal,aplikasi,negatif,2
driver telat,driver,negatif,1
akuratin maps kak beberapa kali dimarahin driver karna salah titik pdhl titik bener sesuai sama ada titik driver lenceng jauh utama mobil titik rumah utama perum akuratin poko semua akuratin dimarahin driver tidak enak tau terus kalau harga apk emang segitu driver komplen harga tidak sesuai mana aku tau aku cmn pake apk mana dumel banget inima cape marahin driver,harga,negatif,1
aplikasi terlalu berat sering drop sinyal p padahal sinyal bagus coba buka aplikasi lancar,aplikasi,positif,1
bingung kata dine out cari internet malah kata sama aja dine in,lainnya,negatif,1
layan lalai menjagah aman makan,keamanan,positif,1
resto tutup tidak cancle,lainnya,negatif,1
bgus mmbntu,lainnya,positif,5
aplikasi parah masa cancle terus sama driver,aplikasi,negatif,1
kirim sesuai butuh,lainnya,positif,5
driver ny baik,driver,positif,5
mantappp,aplikasi,positif,5
kalau mau sana grab selalu lot masuk beranda grabnya kadang suka out sendiri apk tidak mohon baik,aplikasi,positif,2
mau log in lama bangett syaland loading mulu bagi verifikasi nomor hp,lainnya,negatif,1
sekarang dicancel sekali driver tidak gerak malah tidak,driver,negatif,1
baik sistem kl driver grab food belum benar benar resto jangan diijinkan ubah status jadi tunggu resto skrg hampir semua driver status tunggu resto baru datang beberapa menit kemudian bahkan lebih menit kemudian berantas driver curang,aplikasi,positif,1
buat grab pliss dong kasi tauuu sama semua driver kalau misal pilih karyawan kasi tauu dulu jangan genit sama langgan tidak semua orang suka genitin muakkkkk langgan ramah bukan arti mau mengatal senyum kan wajar bukan arti mau mengatal sama driver gw muak kali malam kemren driver genit gw emng pake celana pendek lu tidak hak genit sama gw gw tidak butuh lu gw cuma butuh ojek doang malah mandang gw bawah apa sial smpe mnta wa segala bngst,driver,positif,1
uninstall grab bad experience baru kemarin download soal paksa turun bungurasih grab corner aku kira soal aku download apk emg pernah sen bukan grab area situ kemarin malah discam kasih biaya kali lipat biaya biasa aku cek digrab cuman k bungur tempat tagih k gaakan ikhlas cari uang halal aja pak,harga,negatif,1
manfaat guna tingkat layan masyarakat,layanan,positif,5
bagus aman lancar,keamanan,positif,5
recommended,lainnya,positif,5
biasa order grab car aman lancar jalan kemudi ramah,keamanan,positif,5
bilang cepat pagi pagi mau berangkat lama banget masuk driver kena point kalau terima pesan larang guna aplikasi lama satu hari biar jerah,aplikasi,positif,2
aplikasi siap antar jemput sangat praktis cepat efisien,aplikasi,positif,5
kurang suka sama grab versi motor beda sama mobil motor plat nomor tidak spakbor motor plat sering tutup pake lakban stiker suka lawan arah jalan daerah bintaro tangsel mending gitu pecat aja milih grab versi mobil motor kasih bintang dulu aja,lainnya,negatif,1
bgus,lainnya,positif,5
jelek lama download nyaaa,lainnya,negatif,1
tidak buka jelek,lainnya,negatif,1
driver grab sangat kecewa mesan grab food grab bike sangat lah beda mesan grab bike mau mes vermuk grab food tidak vermuk sama sekali note banyak order fiktif masuk grab food entah salah driver salah aplikasi kalau driver tidak saldo driver jarang dapat order sekali driver isi saldo narik dapat order fiktif baik sistem,aplikasi,negatif,1
baik tanggung jawab,lainnya,positif,5
kasi kerja moga lekas konglo buat sistem sama,aplikasi,negatif,1
baik banet,lainnya,positif,5
bagus baik sistem,aplikasi,positif,5
sering error susah muat halaman padahal sinyal udah bagus ganti wifi sama aja,keamanan,negatif,1
it s a helpful app it does what i need it to but i had a bad experience now i ordered from alfamart through grab mart the order went through but when my driver got there the store was closed it wouldn t let me cancel the order so it kept looping new drivers and i kept having to tell them the store was closed eventually one helpful driver took the time to report the store for being closed but that was at least minutes not able to cancel because the app didn t show the store was closed,aplikasi,negatif,2
training ajar driver sopan jaga attitude kalau cape istirahat bukan dumel sma tumpang bias malam driver muka asem cemberut aja jadi barusan alami lgi tanggal jam dri stasiun kebayoran lama jakarta selatan jl panjang cidodol jakarta selatan,driver,negatif,1
kemudi sangat ramah komunikatif,lainnya,positif,5
sangat baik ramah supirnya,driver,positif,5
aplikasi temkp k padahal udah atur alamat kok pas mesan tetap salah alhasil gue ganti in uang ojol,aplikasi,positif,5
terimakasih pak tadi moga deg degaan takut puji tuhan sampe terimakasih grab,lainnya,positif,5
mantabb,lainnya,positif,5
dah sakit aplikasi driver murah terus order jauh semua dapat potong besar layan buruk hancur sekarang apk,layanan,negatif,1
mantap bagus aplikasi,aplikasi,positif,5
aplikasi ngelag,aplikasi,negatif,2
lebih mudah kmna and dapet diskon trs,lainnya,positif,5
apk mahal lol,aplikasi,negatif,1
kalau nyari kerja bener dikit masa mas sore jam udah susah bnget kasi tau supir kalau tidak niat kerja gaush kerja ngemis aja,driver,negatif,1
fast respon goods,layanan,positif,5
driver ramah sopan santun,driver,positif,5
baru coba apk grab,aplikasi,positif,4
sip puas,lainnya,positif,5
alhamdulillah ramah kurir,lainnya,positif,5
bagus manfaat,lainnya,positif,5
sekarang banyak driver nolak jalan jauh,driver,netral,3
tetap semangat konsisten,lainnya,positif,5
bagus jir,lainnya,positif,5
sat set,lainnya,positif,5
aplikasi sangat berat loading mulu resto buka bilang tutup payah,aplikasi,negatif,1
loginmu terlalu ribet langsung uninstall pilih baik,lainnya,positif,1
sangat bantu sekali,lainnya,positif,5
kemudi ramah,lainnya,positif,5
jalan nyaman aman lancar,keamanan,positif,5
bagus skli,lainnya,positif,5
ganti hp terus mau masuk jadi susah,lainnya,negatif,1
jadi gampang mau mana pake grab aja,lainnya,positif,5
dong tambah catat pesan jadi pihak jual driver otomatis tau terimakasih,driver,positif,4
i love grab muach muach,lainnya,positif,5
lama proses terima pesan kasih opsi batal pesan dong kadang suka lamaaaaa banget nunggu terima tidak cancel ujung ujung malah tercancel buang buang waktu aja nungguinnya mana udah laper banget ujung ujung masak indomie,lainnya,netral,3
efisien,lainnya,positif,4
suka banyak promo,lainnya,positif,5
baik sekali,lainnya,positif,5
pemudi ramah,lainnya,positif,4
supirnya sopan banget ramah,driver,positif,5
moga amanah,keamanan,positif,5
driver baik sopan,driver,positif,5
jelek game gabisa mabar,lainnya,negatif,1
sangat bagus bantu lebih cepat pesan makan,lainnya,positif,4
fitnah sama supir ngelaporin masalah barang tinggal meski supir selalu telat jemput kalau sen tidak pernah lapor apa kali kecewa fitnah lapor apa tidak pernah lapor meski ongkos rb suka ngasih rb bahkan lebih baik seleksi supir,driver,negatif,1
baik moga depan apknya lebih baik yaa,aplikasi,positif,5
driver bya ramah,driver,positif,5
aplikasi bantu cukup mudah praktis sangat simple jual online rumah,aplikasi,positif,5
customer ojek online grab guna lama bulanberturut baru hari dpt driver tidak profesional sen ojek online alamat jemput toko alfamart lukluk driver jemputny alfamart jadi komplein driver lewat chat belum selesai komplen chat akhir sama driver sebut tidak profesional driver akhir chat cust izin dulu cust tidak kata maaf driver anggap salah sama driverny,driver,negatif,1
sangat bantu d penting desak jadi lebih gampang,lainnya,positif,5
ongkirnya mahal banget mungkin bilang beli satu produk bayar produk kupon lebih guna paylater kalau cod kupon tidak pakai pake cod biar tidak ribet situ malah buat ribet paling ngeselin sen biar cepet keluar rumah banyak driver suka nyasar padahal titik jadi jemput jalan,harga,negatif,1
moga apk bangkrut dah udah download aja banyak iklan setan,aplikasi,negatif,1
malah tangguh padahal tidak laku salah jeleksistem jelek bodoh,aplikasi,negatif,1
sulit sekali login coba beberapa kali waktu beda utama verifikasi wajah,lainnya,netral,3
mapsnya jelek bangtttt,lainnya,negatif,2
mntp pkonya,lainnya,positif,5
terimakasih pelayananya sangat baik,layanan,positif,5
apk ngelag tidak buka nyawit nih apk,aplikasi,negatif,2
g ngapa in g buka aplikasi hampir tiap notifikasi nobar grabfood se i aja menggaggu mati notifikasi promosi paksa henti maupun hapus cache tetap muncul buat jengkel tiap loh muncul kyak tiap lima menit keluar aplikasi muncul,aplikasi,negatif,2
pesan grab jam atas selalu buat tunggu kalau make grab hemat drever sengaja buat nunggu tidak respon chat lebih padahal selalu ngasih uang lebih memang arah menejemen,layanan,netral,3
guna,lainnya,positif,5
bersih,lainnya,positif,4
sangat cocok transportasi publik,lainnya,positif,4
driver grab selalu profesional fitur aman share trip tombol darurat buat tenang grabfood pilih restoran makin banyak reward points lumayan rasa udah buat diskon mantul,keamanan,positif,5
layan grab mobil tidak banget hahaha bad attitude semua hari sen kali siang td dpt driver tidak ramah pake bentak segala trs tidak siapin uang kembali padahal siang loh minimal kalo br narik siapin uang receh kembali terus td brusan mlm sen dpt tidak ramah tungguin dpn pager malah lewat aja ksh tau lewat chat salah malah nyolot lagi biaya tuh bukan k minimal kalau salah akuin kek minta maaf bkn marah marah,layanan,positif,1
lot ngelag parahhhhhhh,lainnya,negatif,1
overall baik,lainnya,positif,5
cepet banget smpenya m inuman creamy pas manis less sweet cocok d lidah sw tea bakal repeat order nih,lainnya,positif,5
mantap driver ramah,driver,positif,4
amazing,lainnya,positif,5
manfaat banget sih,lainnya,positif,5
makin gembel tidak buka abis update malah susah buka aplikasi,aplikasi,negatif,1
jalan nyaman,keamanan,positif,5
layan ramah tepat waktu,layanan,positif,5
muas layan,layanan,positif,5
bantu cari angkut,lainnya,positif,5
layan grabbike tidak guna hubung pusat bantu dm akun resmi grab tidak respon,layanan,positif,4
betul driver guna grab car sangat sayang aplikasi grab selalu muncul iklan sangat ganggu,aplikasi,positif,4
moga makin tingkat,lainnya,positif,5
bike hemat akses tidak sedia jeda why,lainnya,positif,4
aplikasi overall aplikasi milik sangat banyak iklan bagai aplikasi bukan iklan biasa iklan agresif paksa user buka grab iklan sebut bukan hancur alam user guna aplikasi hancur pandang user aplikasi iklan tarik tidak repetitif macam iklan tampil bapak bapak kumis muak lihat tidak,aplikasi,negatif,1
baik bagus,lainnya,positif,5
sangat bantu jalan,lainnya,positif,5
new update new diskon,lainnya,positif,5
sopan,lainnya,positif,5
keren grab,lainnya,positif,5
oker,lainnya,positif,5
baguss sekali,lainnya,positif,5
semua jadi mudah grab,lainnya,positif,5
suka sich kadang sopir grab gofood tidak sopan kurang sahabat ngntr barang kaya ni tidak kliatan byr,lainnya,negatif,5
bagus smoga amanah sllu,keamanan,positif,5
mesen makan iklan drama box rating dewasa ganggu banget gimana kalau pas pakai akun anak bahaya banget iklan kek gitu,lainnya,negatif,1
driver optimal,driver,negatif,2
kalau tidak dapet driver grab food nunggu menit tu kasih kompensasi kek minimal kasih opsi buat batalin pesan malah kasih waktu menit buat nunggu kan mau makan tidak nunggu makan terus tidak dapet driver doang tidak kasih kompensasi suruh nunggu menit terus total nunggu jam cuma buat dapet driver padahal kalau opsi buat batalin dapet makan lebih cepat aneh lu customer laper,driver,positif,1
driver ramah,driver,positif,5
bentar bentar disuru update mls,lainnya,negatif,2
yaaa kalau kasih iklan jangan maksaa,lainnya,negatif,1
trimakasih pak kurir sangat ramah,lainnya,positif,5
mudah hidup,lainnya,positif,5
muas,lainnya,positif,5
order banyak begal,lainnya,negatif,1
banyakin diskon dong,lainnya,positif,5
aku tidak bakal komen segi aplikasi iklan sering bat nongol iklan orang tua lama bete ngeliat sumpah bodo kalau w ngereview cuma gara iklan doang,aplikasi,negatif,1
sering aupdet tidak jelas,lainnya,negatif,2
trimakasi sangat bantu,lainnya,positif,5
apk e kok suwe dibukae,aplikasi,negatif,1
