text,score
"bagus sih tapi pas mendung dikit, harganya langsung naik mahal banget. apalgi pas mau berangkat sekolah yang hujan nya udh selesai, driver pada gamau ngambil.",5
mantap pelayanannya,5
mantapp,5
kurang akurat. sering eror juga,1
Terima kasih,5
periguud,4
sangat bagus,5
saya sangat kecewa dengan grab Purwodadi Grobogan kalo dari stasiun Ngrombo ke desa saya pulongrambe pasti Minta di batalin kol ngak minta naik 150rb padahal di aplikasi cuma 102.000,2
"ed,l ya arra",1
mantap,5
atas wiwid harus di keluarkan dari grab soalnya belum bayar utang,2
jelek,5
"gk bisa login, sms atau wa gk dapet kode verifikasi nya udh berkali kali gk dikirim 🤬",1
"aplikasi apa ini, dikira saya main"" pesan makan? disepelekan sekali, orang² sekarang pada gamau uang tunai apa? saya juga bayar dikira pesan terus makan gratis doang gitu apa? apasih kalo emang gada yang antar makanan saya mending bilang dari awal, ini udah dipesan terus katanya 15:00-15:26 sudah selesai. buktinya estimasinya di undur terus sampai akhirnya dibatalin. maksudnya apa coba begitu grab. saya tinggal di Papua selatan. jangan dikira saya pesan cuma main""",1
terbaik,5
lokasi barang enggak sesuai padahal ada barang nya ditoko,3
"app ga jelas, mending yang lain jangan grab ya",1
sayah lagi aktif online tiba tiba ada notifikasi bahwa sayah menggunakan aplikasi lain padahal kami di menggunakan apapun sesuai bawan hp bahkan satu hp di gunakan husus Grab,1
TRIms driver ramah cepet sampai,5
bagus banget,5
maps kurang akurat.... sudah di taruh titiknya sesuai maps... tapi kata supirnya masih kurang satu kilo....,1
harus di lakukan perombakan biar dimana pun tempatnya bisa bayar tunai cod,1
gmna si pesanan dibatalkan katanya nunggu sebulan dikembalikan sampe skrg blm ada transaksi uang dikembalikan ke m banking saya emng ga sbrp tapi saya anak kos tolong lah dibalikin😔,1
tidak bisa akses kamera izin sudah aktif smua kamera juga gak ada masalah jadi gak bisa login sudah instal apl 5x mungkin lebih juga tetep gak bisa,1
bagus,5
"overal setelah di update udh lumayan bagus, pesan nya hanya jika lagi order tolong jangan suka ngebug yaa :) padahal jaringan ok",4
ramah,5
makasih,5
aplikasi yang sangat membantu,5
sangat menyenangkan,5
"Selisih pembayaran yang saya komplainkan katanya sudah dikembalikan grab,tapi sampai hari ke 4 dari 3 hari yg dijanjikan, tidak masuk ke saya..bagaimana ini tanggung jawabnya? Karena kasus seperti ini akan banyak terjadi dengan cara grab yang langsung potong via debit bahkan sebelum pihak merchant atau driver merespon..apakah begini cara grab mencari uang?",1
pengantaran cepat.tmksh,5
bagus dan nyaman,5
nyaman,5
sangat membantu ..,5
sangat membantu,5
good,5
"Ketika pesanan datang tidak sesuai sma yang di pesan di aplikasi udah ngajuin ke admin grab nya udah di kirim bukti foto juga masih di katakan foto tidak valid,bukan masalah uangnya,saya lagi hamil nyidam makanan itu respon adminnya via apk dan gmail sangat lambat",1
aman,5
terlalu sering eror dan selalu disaat genting jadi maaf saya bintang 3,3
"Kecewa berat Grab Hemat, pelayanan nya buruk sekali, tolong diperbaiki lagi",1
LELET LEMOT PARAH MAU PAKAI WIFI ATAU KUOTA SEKALIPUN,1
baik,4
tolong d benahi aplikasi nya soalnya saya lagi buru malah apk nya susah buat d buka,3
ok,5
sangat membantu,5
ramah sabar,5
good,5
"Ramah dan baik,mantap",5
"pengalaman buruk nggak ada fitur cancel,",1
"a.....k….. .mm>~ ... … )@ ... a.......o..…u .. .. .. .. km ....,. ...#...m... ... . mi . ....#.@.….t., ..... .. .. . ??..a... .,..... .@ ..l.... 8 . . .....?. .. .a . …... . …AQ......,..… .,....... . a. .. a. .a... . .. .....…... . ............ ....a..... q.......,..….. ?@ q .........>….@. ....@.q. ,......…...m. .….....m...... .. k... .. . QQ...m. mm. . .q.. . .. ...........…...... mi.. mm. m …. mi.. . k.........… .o. k.. .. ...… ............ ,....... .. 1...",5
muahal,1
"bete bgt, pesen mkn nungguin sejam setengah, uda lama"" gtu endingnya d batalin krna driver jauh dr lokasi, sumpahh sebel pol uda mlm lagiii fakk",1
Bagus,5
"jaringan server jelek , padahal pake 250mbps, mau mesen ga bisa , kan dongo....",1
Driver nya tepat waktu,5
tetap waktu Dangan baik,5
mantap,5
jarang aku pake sih tapi mungkin nanti aku bakal pake kalau aku butuh,4
Aplikasi sering lag,1
mantap,5
bagus,5
oke,5
grabfood lambat uda nunggu sampai 2jam setengah,1
"bagaimana ini,saya sudah beli voucher di grab tp saya tidak menemukan voucher itu di dalam aplikasi Grab,bagaimana cara menggunakan voucher itu sedangkan m jaringan saat buka Grab kebanyakan error",1
"setelah pelunasan paylater malah limite nya ga ada, padahal blm waktu nya sudah terbayar",5
"bagus pelayanannya, ojolnya sejauh ini sopan. Kalo misalnya ada komplain pihak grab respon dengan baik. Sekarang harus update terus, baru update 23 juni 28 Juni update lagi",3
"aplikasi ini sangat bagus dan bermanfaat, good grab, saya adalah seorang driver grab jugak, thanks grab.",5
"APLIKASI JELEK, OPSI TERBATAS DAN TIDAK MEMBANTU, LAMBAT MENDAPATKAN DRIVER, TIDAK ADA OPSI PEMBATALAN PESANAN HANYA DISURUH MENUNGGU DAN DICARIKAN MITRA SECEPATNYA PADAHAL SAMA SAJA TIDAK ADA MENDAPATKAN DRIVER...",1
mantap,5
parah grab ini. gak profesional.,1
"OTW hapus aplikasi.. aplikasi 🐕🐒🐷 bener.. pesan dari jam 7 malam sampai jam 9 malam nunggu makanan ngak ada kabar 🐒 betul lah,1 jam statusnya masih di dapur aja.. 1 jam nunggu pesanan ngak bisa dibatalkan kan 🐕.. mau chat penjual ngak bisa.. mau cek apakah pesanan saya sdh diproses apa belum ngak bisa.. anak sama suami sampai ketiduran nunggu makanan.. 🐷 betul ini aplikasi.. benar2 payah.. sangat payah 👎",1
tolong kalau rekrut driver yang pinter. yang ngerti rambu,3
"kiriman dobel order lama nunggunya, driver kena macet pula. banyak biaya layanan, kemasan, penanganan gak jelas. ribet. makin hari makin mahal...",1
sangat bagus,5
pengantar cepat👍,5
grab selalu setia dan bisa di andalkan,5
aplikasi mantap,5
lebih gampang n lebih murah ongkosnya,5
wow,5
bgs banget,5
bagus,4
syuka. sangat membantu. apalagi klo om/mbak grabnya ramah.,5
sanggat membantu dan lebih cepat pegaantarann,5
sangat cepat pelayanan,5
oky,5
mntap,5
ongkir ga ngotak,3
baru bukan putih semua layar nya,3
pesan layanan standar sejam ga dapat driver,1
"payah kali cari driver, sekali nya dapat dicancel sama supir nya. tolong diperbaiki",1
saya sangat kecewa berat dengan aplikasi grab karena kalau hapus akun grab permanen tidak bisa lagi mendaftar-kan dengan nomor dan email yang lama seharusnya kalau sudah selesai hapus akun bisa daftar baru lagi dengan nomor telpon dan email yang sama jadi kecewa banget dengan aplikasi yang seperti ini tidak bisa digunakan lagi sangat sangat kecewa berat tolong kedepannya dipertimbangkan lagi agar nomor dan email yang lama bisa daftar akun baru lagi 😤😡💔💔,1
lancar,5
🥰,3
menarik dan berkesan,5
sangat sangat membantu,5
sumpah kecewa banget sama aplikasi dan driver grab yang gabisa nemuin titik tengah buat saya yang dompetnya ketinggalan di grab tapi driver tidak mau mengakui karna e money saya total 400k🙃,1
Layanan yang praktis dan terpercaya. Sangat membantu untuk transportasi dan kebutuhan sehari-hari.,5
keren,5
saya tidak bisa sken wajah untuk daftar greb,5
"sayang banget aplikasi ini jarang ada yang pakai di kota palembang, jadi susah nyari drivernya, apalagi pesen grabfood lama nunggu nyari driver aja, terus banyak driver nolak ambil orderan gonta-ganti driver terus jadinya. padahal baru 2x atau 3x aku pesan digrabfood selalu kejadian kayak gini",5
sgt memuaskan.. tq,5
pelayanan sangat baik dan ramah 😄,5
"Kalo cari calon driver di seleksi dulu. Penumpang cape baru pulang dari perjalanan trs driver ngasih nasihat/masukan nya kyk mengejek lagi... Terserah penumpang nya minta dijemput masuk parkiran atau tidak, senyaman penumpang ...toh yg bayar penumpang juga",1
aplikasi yg sangat berguna,5
terimakasih,5
untk pelayanan yg baik. pertahankan dan lebih ditingkatkan lg👍👍,5
"bikin ui TAMBAH CATATAN, masa harus pencet dimakanannya buat nambah catatan, kalo ga abis order baru ke ui catatan dulu ini malah langsung ke pembayarannya. aplikasi pemesanan lain ada ko ini aplikasi doang ga friendly",1
sgt buruk x saya mau pesan mkn aja ribet bgt dan menjengkelknn. saya pesan seblak dan ternyata resto sudah tidak berafiliasi lagi dengan grab sehingga driver ingin saya membatalkan pesanan yg sudah masuk dapur. jelas jelas saya sbgai customer gbisa batalin saya di tuduh' seolah olah saya bohong dan ada fitur batalin tapi saya gamau batalin. saya sudah bilang batalin dari dia aja tpi dia bersikeras saja sampai ribut dengan pihak resto.tolong buat fitur pembatalan utk customer kapok pakai grab lgi,1
"yg jelas gak ribet, di jemput dan di antar sesuai yg kita ingin kan",4
bagus,5
mantapp,5
sopir yang ramah . supel.,5
grab sekarang susah digunakan. internet lancar sinyal kenceng tapi eror terus dengan keterangan Internet lambat. makin lama makin males pakai aplikasi ini,1
okay,5
udahh nunggu hampir 10 menit. driver seenak jidat cancel,1
Good,5
"aplikasinya bagus, banyak promo juga tp sayang driver nya pada gak bener.",2
kebanyakan update,3
ws pokok e mantap ws bye,4
bagus banget aku kasih lima bintang,5
baik,5
sangat membantu dan mempermudah,5
aplikasi bermasalah,1
terima kasih sudah mengantar sampai ke tempat tujuan dengan baik & selamat 🙏,5
mantaaap,5
map nya kurang update,2
grab sekarang aplikasinya kurang bagus sering update padahal,2
driver telat,1
"akuratin maps nya kak beberapa kali dimarahin driver karna salah titik pdhl titik udh bener sesuai sama yang kita berada tapi titik di driver nya pasti melenceng jauh terutama yg mobil, titik rumah yg terutama perum juga akuratin ya pokonya semuanya akuratin dimarahin driver ga enak tau terus kalo harga di apk emang segitu kenapa driver komplen ""harganya ga sesuai"" YA MANA AKU TAU AKU CMN PAKE APK NYA mana sambil dumel lagi tolong banget inima saya udh cape di marahin driver",1
"aplikasi terlalu berat sering drop sinyal,p padahal sinyal saya bagus, saya coba buka aplikasi lain lancar",1
". membingungkan, katanya dine out, cari di internet malah katanya sama aja dine in",1
mantap,5
layanan yg lalai menjagah keamanan makanan,1
makasih,5
bagus,5
resto tutup tapi ga bisa di cancle,1
bgus mmbntu,5
"aplikasi parah, masa di cancle terus sama drivernya",1
pengiriman sesuai kebutuhan,5
driver ny baik,5
mantappp,5
kalo mau pesana grab kenapa selalu lemot ya untuk masuk ke beranda grabnya kadang² suka out sendiri tapi apk yg lain tidak mohon di perbaiki lagi,2
"mau log in lama bangett syaland, loading mulu di bagian verifikasi nomor hp",1
"sekarang sudah dapat , dicancel sekali karena driver ga bergerak malah ga dapat dapat 😡",1
"Perbaikilah sistemnya. Kl driver (Grab Food) belum benar-benar sampai di resto, jangan diijinkan mengubah statusnya menjadi ""menunggu di resto"". Skrg hampir semua driver statusnya ""menunggu di resto"", tapi baru datang beberapa menit kemudian, bahkan sampai lebih dari 30menit kemudian. Berantas driver curang!",1
"buat grab pliss dong di kasi tauuu sama semua driver nya kalo misal pilih karyawan kasi tauu dulu jgn genit sama pelanggan, ga semua orang suka di genitin, muakkkkk , pelanggan ramah bukan berarti mau mengatal senyum itu kan wajar ya , bukan berarti mau mengatal sama driver gw muak kali malam kemren dapat driver genit , gw emng pake celana pendek tapi lu ga berhak genit sama gw,gw ga butuh lu gw cuma butuh ojek doang,dia malah mandang gw ke bawah apalah sialan, smpe mnta wa segala bngst",1
"Uninstall grab karena bad experience, dan baru kemarin download lagi soalnya kepaksa (turun di Bungurasih di Grab Corner) Aku kira bisa soalnya aku download apk lain, dan emg pernah pesen bukan grab diarea situ. Tapi kemarin malah discam dikasih biaya 2 kali lipat dari biaya biasanya. Aku cek digrab cuman sekitar 32k dari Bungur ketempat saya tapi saya ditagih 78k!!!! Saya gaakan ikhlas, cari uang yg halal aja pak.",1
"Bermanfaat dan berguna, tingkatkan pelayanan masyarakat",5
sampai tepat waktu,5
"bagus, aman,lancar",5
recommended,5
Saya biasanya order grab car. Aman dan lancar di jalan. Pengemudi juga ramah.,5
good,5
"bilang nya cepat, saat pagi pagi mau berangkat lama banget saya ada masukan setiap driver akan terkena point kalo dia nggak menerima pesanan dan di larang untuk menggunakan aplikasi selama satu hari, biar mereka jerah",2
"aplikasi siap antar jemput yg sangat praktis,cepat dan efisien.",5
"saya kurang suka sama grab versi motor beda sama mobil motor plat nomor ga ada di spakbor motor, plat sering ditutup pake lakban, stiker suka lawan arah di jalan daerah bintaro tangsel mending gitu di pecat aja saya milih grab versi mobil daripada motor. kasih bintang 1 dulu aja",1
bgus,5
jelek lama di download nyaaa,1
Gk bisa di buka jelek,1
mantap,5
sangat bagus,5
saya sebagai driver grab . sangat kecewa untuk pemesanan .grab food dan grab bike sangat lah berbeda . sedangkan untuk pemesanan grab bike pasti setiap mau memesan harus vermuk .sedangkan untuk grab food ga vermuk sama sekali . note : masih banyak orderan fiktif yang masuk ke grab food . entah kesalahan driver /salah aplikasi . kalau driver tidak ada saldo . driver.jarang mendapatkan orderan . sekalinya driver mengisi saldo untuk narik .pasti mendapatkan orderan fiktif tolong di perbaiki sistem,1
"baik, dan bertanggung jawab",5
"kasian para pekerja ,semoga lekas ada konglo2 yg bikin sistem yg sama",1
nyaman,5
baik banet,5
"Bagus, dan baik sistem nya",5
"sering error, susah memuat halaman, padahal sinyal udah bagus, dan ganti ke wifi sama aja.",1
"It's a helpful app, it does what I need it to, but I had a bad experience now. I ordered from Alfamart through Grab Mart, the order went through, but when my driver got there the store was closed. It wouldn't let me cancel the order so it kept looping new drivers and I kept having to tell them the store was closed. Eventually one helpful driver took the time to report the store for being closed but that was at least 30 minutes not able to cancel because the app didn't show the store was closed.",2
tolong di training atau di ajarkan driver nya untuk sopan atau jaga attitude nya. KLO cape istirahat bukan dumel SMA penumpang. kebiasan setiap malam driver muka asem dan cemberut aja!. kejadian barusan saya alami lgi tanggal 27/06/26 jam 23:29 dri stasiun Kebayoran lama Jakarta Selatan ke jl Panjang Cidodol jakarta selatan,1
pengemudi sangat ramah dan komunikatif,5
ok,3
mantap,5
bagus,5
mantap,5
sangat baik dan ramah supirnya,5
bagus,5
aplikasi temkp5k padahal udah atur alamat tapi kok pas mesan tetap salah alhasil gue ganti in uang Ojol nya,5
tepat waktu,5
"terimakasih pak, tadi semoga deg-degaan takut. Puji Tuhan sudah sampe. terimakasih grab",5
Mantabb,5
good,4
dah sakit ini aplikasi. driver dapat murah terus orderan jauh semua dapatnya potongan besar pelayanan buruk. hancur sekarang ini apk,1
mantap bagus aplikasi nya,5
cepat,5
good,5
aplikasi ngelag,2
mantap,5
lebih mudah untuk kmna' and dapet diskon trs🥹🤍,5
apk mahal lol,1
sangat membantu,4
ok,5
kalo nyari pekerja yang bener dikit masa Masi sore jam 6 udah susah bnget kasi tau supir nya kalo ga niat kerja gaush kerja ngemis aja,1
Fast respon.... goods,5
drivernya ramah dan sopan santun,5
baru coba apk grab,4
sip dan puas,5
ok,5
mantap,5
Alhamdulillah... sudah sampai... ramah kurirnya,5
Bagus dan Bermanfaat,5
sekarang banyak driver nolak perjalanan jauh,3
tetap semangat dan konsisten,5
Bagus jir,5
good,5
good,5
sat set👍👍,5
aplikasi sangat berat. loading Mulu. resto masih buka di bilang tutup. payah,1
"loginmu terlalu ribet, langsung saya uninstall ada pilihan terbaik",1
sangat membantu sekali,5
pengemudi ramah,5
"perjalanan nyaman, aman dan lancar.",5
bagus skli,5
ganti hp terus mau masuk lagi jadi susah kenapa ya ?,1
jadi gampang mau kemanapun pake grab aja,5
sangat baik,5
"tolong dong ditambah catatan dalam pesanan, jadi dari pihak penjual serta drivernya sudah otomatis tau. terimakasih",4
I love grab muach muach,5
"selama proses ""kami sudah menerima pesananmu"" kasih opsi batalkan pesanan dong, kadang suka lamaaaaa banget nunggu diterimanya gak bisa di cancel pula. ujung ujungnya malah tercancel. buang buang waktu aja nungguinnya. mana udah laper banget, ujung ujungnya masak indomie.",3
Efisien,4
suka karena banyak promo,5
ok,5
baik sekali,5
pemudinya ramah,4
supirnya sopan banget dan ramah,5
terbaik👍👍👍👍,5
ok,5
semoga amanah,5
ok,5
drivernya baik dan sopan,5
jelek game nya gabisa Mabar,1
sangat bagus dan membantu lebih cepat pesan makanan,4
sangat membantu,5
di fitnah sama supir nya saya ngelaporin masalah barang tertinggal! meskipun supir selalu telat jemput kalo pesen saya gak pernah lapor apa2 untuk kali ini saya KECEWA di FITNAH melaporkan apa yang tidak pernah saya laporkan! meskipun ongkos 10 rb saya suka ngasih 20 rb bahkan lebih! perbaiki lagi seleksi lagi untuk supir2 nya!,1
baik... semoga kedepannya apknya lebih baik yaa..,5
bagus,5
ramah dan sopan,5
sangat puas,5
ok,5
Cepat,5
sangat puas,4
driver bya ramah,5
good,5
Aplikasi dan Bantuannya cukup mudah dan praktis sangat simple untuk berjualan online di rumah :),5
mantap,5
"sy sebagai customer ojek online GRAB pengguna selama 5 bulanberturut2, baru hari ini dpt driver gak profesional, sy pesen ojek online dgn alamat penjemputan di toko alfamart lukluk, tapi driver jemputny di alfamart lain,jadi sy komplein ke driver lewat chat, sy belum selesai komplen chat sudah diakhiri sama driver nya, yang sy sebut tidak profesional itu adalah driver mengakhiri chat dgn cust tanpa izin dulu dgn cust dan tidak ada kata maaf dari drivernya, dan sy dianggap salah sm driverny",1
"sangat membantu d saat ada kepentingan mendesak , kemana pun jadi lebih gampang",5
"ongkirnya mahal bgt, mungkin bisa di bilang kita beli satu produk harus bayar untuk dua produk. kupon nya juga lebih ke pengguna paylater kalo untuk COD kupon ya gak bisa di pakai. kita pake COD biar gk ribet, situ malah bikin ribet. dan yg paling ngeselin kita pesen biar cepet tanpa keluar rumah, tapi banyak driver nya suka nyasar, padahal itu titiknya, jadi kita yg jemput ke jalan.",1
